,gene_names,Control_Gut_1,Control_Gut_2,Control_Gut_3,Control_Gut_4,Pseudomonas_Gut_1,Pseudomonas_Gut_2,Pseudomonas_Gut_3,Pseudomonas_Gut_4,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3,Control_Carcass_4,Pseudomonas_Carcass_1,Pseudomonas_Carcass_2,Pseudomonas_Carcass_3,Pseudomonas_Carcass_4
10774,LOC101888782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
10775,LOC101888959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10776,LOC101888319,1,5,2,2,1,1,2,1,31,15,23,19,26,36,20,34
10777,LOC101889142,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,7
10778,LOC101888492,7,3,2,3,1,0,2,0,29,3,3,6,3,10,7,4
10779,LOC101889318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10780,LOC101889493,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10781,LOC101889770,30,43,47,40,33,37,39,37,44,47,47,45,50,36,45,49
10782,LOC101890161,208,235,215,203,229,211,206,223,259,339,310,332,308,286,296,284
10783,LOC101890335,1,2,1,1,1,1,1,1,13,14,21,12,10,16,16,12
10784,LOC101890723,5,1,1,2,3,2,4,2,58,91,111,98,84,4,87,52
10785,LOC105262096,3,4,3,3,2,4,2,2,5,2,5,3,3,3,5,3
10786,LOC101891248,0,2,1,1,0,1,1,1,7,8,7,7,6,5,7,5
10787,LOC101891423,4,4,8,7,4,5,6,5,8,6,6,7,8,4,6,8
10788,LOC101892515,16,16,17,17,16,19,18,21,44,53,53,50,61,42,63,47
10789,LOC101891603,11,16,22,16,8,15,17,13,19,19,13,16,22,17,20,24
10790,LOC101891775,20,69,91,77,22,54,82,40,74,30,25,36,78,28,35,128
10791,LOC101891946,28,20,24,26,25,26,24,30,18,16,16,16,18,12,17,20
10792,LOC101892232,19,20,24,22,13,21,22,19,37,34,28,40,33,32,41,38
10793,LOC101892690,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
10794,LOC101892867,1,1,0,0,1,1,0,0,4,7,9,7,6,3,6,4
10795,LOC101893158,12,19,19,16,11,13,17,14,22,16,16,18,21,14,15,20
10796,LOC101893320,5,14,21,17,4,13,18,9,15,6,6,6,11,5,7,21
10797,LOC101893659,1,4,2,2,1,2,1,1,33,36,39,44,40,52,48,29
10798,LOC101893822,21,25,28,26,21,23,25,20,32,33,30,31,35,23,28,27
10799,LOC101893996,20,28,32,28,16,28,30,21,20,15,14,14,19,12,11,25
10800,LOC109613456,2,3,1,2,1,0,4,3,9,14,15,3,1,3,5,3
10801,LOC101894343,9,19,21,20,9,14,18,11,20,14,11,13,20,8,11,20
10802,LOC101894609,15,18,13,15,11,12,14,12,26,31,29,32,28,27,27,27
10803,LOC101894767,2,4,6,4,2,3,4,2,7,5,7,8,7,6,7,7
10804,LOC101895094,58,48,56,47,72,60,44,52,26,36,36,33,39,27,33,32
10805,LOC101894931,32,35,36,30,30,29,25,20,43,53,50,43,58,35,40,31
10806,LOC101895267,7,8,10,9,6,9,9,8,12,13,15,15,17,13,13,12
10807,LOC101895437,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,1
10808,LOC101895616,2,3,4,3,2,3,3,2,9,12,12,11,10,9,8,6
10809,LOC101895791,2,12,12,10,3,6,15,4,11,6,5,5,10,5,3,11
10810,LOC101896777,3,6,9,8,2,6,6,4,8,2,3,4,8,3,1,8
10811,LOC101896946,5,11,7,8,4,8,9,8,61,73,60,58,64,44,57,32
10812,LOC101895964,5,15,22,18,5,12,20,9,18,6,7,9,17,6,7,21
10813,LOC101896129,41,30,30,29,28,33,32,37,108,100,102,123,86,124,117,95
10814,LOC101896300,6,11,16,13,5,7,14,7,15,9,9,11,15,9,12,17
10815,LOC101896594,895,1744,1376,776,1052,1233,994,467,1991,3969,4086,2951,4433,2533,3107,1120
10816,LOC101897305,11,25,30,27,9,20,27,15,26,16,11,16,23,11,15,31
10817,LOC101897647,2,109,21,32,3,14,27,3,177,424,293,194,190,215,267,116
10818,LOC101897982,0,0,0,0,0,0,0,0,3,5,6,5,2,2,5,2
10819,LOC109613457,0,0,0,0,0,0,0,0,1,3,4,3,3,2,3,1
10820,LOC101897821,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
10821,LOC101898158,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
10822,LOC101898333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10823,LOC105262098,0,0,1,3,1,2,0,1,1,1,1,1,0,1,0,1
10824,LOC109613458,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
10825,LOC101898620,451,67,196,322,202,354,322,505,0,0,0,0,0,0,0,0
10826,LOC101898795,4,3,8,6,5,6,5,7,10,3,4,8,8,10,10,6
10827,LOC101898966,4,5,6,6,4,5,6,5,4,5,4,4,6,4,5,6
10828,LOC101899141,4,12,12,12,4,7,12,8,15,9,7,9,15,7,9,13
10829,LOC101899315,3,7,9,8,3,6,8,4,9,5,4,4,8,4,4,9
10830,LOC101899491,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
10831,LOC101899819,0,1,1,2,0,2,1,2,1,0,0,0,1,0,0,1
10832,LOC101899988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10833,LOC101900163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10834,LOC101899651,6,10,7,6,7,5,5,8,1,0,0,0,0,0,4,0
10835,LOC101900337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10836,LOC101900686,5,13,14,11,7,10,15,10,12,8,6,10,14,5,7,15
10837,LOC101900864,22,29,36,28,19,23,29,24,46,43,44,45,50,36,44,41
10838,LOC101901038,3,6,7,7,3,5,6,5,8,5,5,5,7,4,4,7
10839,LOC101887589,1,0,1,1,1,0,0,1,3,1,3,3,3,2,0,2
10840,LOC101901323,13,18,19,19,16,17,16,14,30,32,36,32,41,29,31,26
10841,LOC101901707,20,32,35,34,20,25,35,22,31,30,26,25,34,23,27,36
10842,LOC101887242,48,65,95,69,55,66,74,62,79,45,48,50,80,44,45,125
10843,LOC101887413,24,15,15,17,16,17,12,17,33,34,39,46,33,42,30,26
10844,LOC101887754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10845,LOC101887917,126,26,61,76,95,142,57,127,0,0,0,1,0,5,0,1
10846,LOC101888089,6,3,3,3,5,4,3,4,4,3,4,6,4,3,5,2
10847,LOC101888664,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10848,LOC101888493,36,26,31,29,29,30,23,34,13,14,15,18,19,14,13,15
10849,LOC101888840,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
10850,LOC101889018,0,0,1,1,0,0,0,0,1,2,2,2,2,1,2,1
10851,LOC101889546,5,126,75,72,8,28,74,9,285,467,494,412,460,272,334,185
10852,LOC101889372,0,1,1,1,0,0,1,1,3,5,7,5,5,4,3,2
10853,LOC101889196,5,5,6,5,4,6,4,6,8,10,9,13,8,8,8,8
10854,LOC101889712,72,89,79,85,80,78,84,93,93,100,95,94,96,84,91,95
10855,LOC101890207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10856,LOC109613459,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
10857,LOC101891776,6,14,17,12,5,11,14,10,14,7,5,8,9,6,7,17
10858,LOC109613460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10859,LOC101890383,90,31,66,67,57,74,76,75,6,9,9,9,8,6,9,7
10860,LOC101891604,7,8,11,6,7,5,4,5,3,4,4,4,3,3,4,3
10861,LOC101890958,26,17,25,21,24,27,22,27,14,11,10,11,14,9,10,19
10862,LOC101890783,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2
10863,LOC101891947,5,13,18,12,3,9,14,8,12,6,5,6,13,6,7,21
10864,LOC105262099,1,11,18,11,1,5,13,4,12,1,1,1,4,1,0,27
10865,LOC101892121,0,6,10,7,0,3,7,2,6,0,0,0,3,0,0,14
10866,LOC109611608,10,9,11,9,9,9,6,9,40,31,40,45,22,26,32,22
10867,LOC101892289,5,8,10,8,3,6,9,5,9,5,4,6,8,4,5,10
10868,LOC101891424,17,36,34,36,22,29,30,28,54,41,42,47,39,39,44,55
10869,LOC101892458,7,10,12,13,5,9,10,7,15,11,9,11,14,7,9,15
10870,LOC101892633,0,0,0,0,0,0,0,0,2,3,4,2,3,1,2,2
10871,LOC101892809,0,0,0,0,0,0,0,0,10,4,10,6,5,9,11,6
10872,LOC101893438,9,12,12,13,17,15,5,11,0,0,0,0,0,0,0,1
10873,LOC101892980,1,5,2,2,0,1,1,2,18,11,13,13,21,10,17,16
10874,LOC101893159,3,4,5,2,1,4,3,2,14,13,21,10,7,8,14,8
10875,LOC101893603,4,6,14,13,4,6,10,6,10,4,4,4,8,3,4,12
10876,LOC101893877,2,2,2,2,1,2,2,2,3,3,3,4,2,3,3,3
10877,LOC101894226,1,0,1,0,0,0,0,1,2,4,2,3,1,4,4,1
10878,LOC109613463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10879,LOC101894397,2,2,3,3,1,3,2,2,4,3,3,3,4,2,3,4
10880,LOC101894825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,LOC101895389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10882,LOC101895568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10883,LOC101894991,47,56,73,61,52,51,54,48,132,126,141,157,139,121,156,119
10884,LOC101897004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10885,LOC101895744,49,65,77,63,44,56,57,55,157,165,171,179,174,158,171,115
10886,LOC101896472,3,5,6,4,4,3,4,3,8,11,11,9,13,7,9,6
10887,LOC101896833,3,3,6,6,2,4,4,4,4,3,4,4,5,3,4,5
10888,LOC109613468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10889,LOC101897180,0,6,2,3,0,1,1,0,15,25,21,21,17,14,18,10
10890,LOC101897357,2,7,10,9,1,6,10,5,9,3,3,4,7,3,4,15
10891,LOC101897524,11,22,23,19,12,15,22,12,23,21,18,22,28,18,19,24
10892,LOC101897698,0,3,5,2,0,2,4,1,3,0,0,0,2,0,0,4
10893,LOC109613470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10894,LOC109613469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10895,LOC101897868,63,289,119,111,163,105,84,143,154,191,142,88,54,161,204,82
10896,LOC101898159,116,93,97,81,171,91,77,83,2,1,1,3,2,9,3,3
10897,LOC101898334,6,200,69,73,22,65,79,127,59,21,41,44,38,41,116,9
10898,LOC101898511,46,50,64,51,43,52,54,44,98,103,104,112,121,118,144,88
10899,LOC101898796,1,1,1,1,0,1,1,1,2,2,2,1,2,1,2,1
10900,LOC101898967,91,71,96,84,88,87,83,96,308,271,289,376,308,337,415,282
10901,LOC101899248,2,5,4,3,1,3,3,2,11,8,7,10,8,8,11,8
10902,LOC109613474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10903,LOC101899430,0,0,0,0,0,0,0,0,19,17,20,18,11,33,21,18
10904,LOC101900444,2,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0
10905,LOC101899598,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1
10906,LOC101900621,0,0,0,0,0,0,0,1,1,1,2,2,1,1,3,2
10907,LOC101899758,0,0,0,0,0,0,0,0,66,60,65,66,28,32,62,57
10908,LOC101899933,0,0,0,0,0,0,0,0,136,104,106,110,49,72,145,112
10909,LOC101900106,2,2,0,5,0,0,0,1,65,80,62,63,31,79,51,89
10910,LOC101900280,25,23,3,28,1,3,3,6,651,537,525,578,338,547,509,674
10911,LOC101900805,99,43,77,94,118,80,83,130,0,0,0,0,0,0,0,0
10912,LOC101900980,456,124,213,298,346,336,258,277,54,43,49,60,68,57,49,37
10913,LOC101901154,5,0,2,4,5,8,2,0,1,1,0,1,1,0,0,0
10914,LOC101901324,275,209,298,283,280,313,261,340,94,138,105,129,141,85,127,104
10915,LOC109613476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10916,LOC101901648,6,9,12,12,6,8,11,7,9,7,8,8,13,6,7,10
10917,LOC101887522,1,9,9,6,0,2,5,2,63,74,64,57,54,79,69,54
10918,LOC101888841,0,0,1,1,0,0,0,0,2,2,3,2,2,2,3,1
10919,LOC101889019,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
10920,LOC101887694,6,15,22,18,4,12,19,9,19,6,7,7,17,5,7,19
10921,LOC101887858,57,165,57,83,39,56,69,55,260,338,325,278,251,271,299,265
10922,LOC101888208,14,7,13,12,13,13,15,19,1,1,1,1,1,1,1,1
10923,LOC101888026,2,2,3,3,1,3,2,2,3,2,2,2,3,2,2,3
10924,LOC101888665,3,5,6,5,3,5,6,3,5,5,6,5,8,4,7,5
10925,LOC101888377,7,9,9,7,6,6,8,7,8,7,6,7,9,5,7,15
10926,LOC109613477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10927,LOC105262105,0,2,2,4,0,0,2,0,3,3,1,2,0,6,1,61
10928,LOC101889373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10929,LOC101889547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,LOC101900690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10931,LOC101889884,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
10932,LOC101890050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,LOC101891193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,LOC105262106,1,8,17,12,1,10,10,4,22,4,4,1,7,1,4,6
10935,LOC101890208,10,13,20,13,7,13,10,6,98,137,151,154,214,210,191,71
10936,LOC101890384,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1
10937,LOC101890675,0,0,0,0,0,0,0,0,2,10,4,7,3,1,4,9
10938,LOC101890848,5,5,6,7,4,5,5,5,7,4,4,5,8,4,4,5
10939,LOC109613481,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0
10940,LOC101891363,9,24,38,30,4,23,36,18,34,15,13,13,22,9,12,37
10941,LOC101891540,1,3,7,6,1,3,4,1,6,2,4,4,5,3,4,5
10942,LOC101891715,1,2,4,2,1,2,3,1,6,7,7,9,7,7,9,5
10943,LOC101893997,59,32,44,47,63,50,53,51,2,2,3,2,2,2,2,3
10944,LOC101892060,10,16,21,19,12,15,19,14,18,13,16,15,18,11,14,19
10945,LOC101891884,36,37,24,30,48,44,32,48,22,30,26,23,23,19,19,30
10946,LOC105262107,9,1,6,3,3,6,4,6,0,1,1,1,0,2,0,0
10947,LOC101892348,10,25,32,28,10,20,32,16,24,15,13,16,30,11,17,35
10948,LOC101892516,8,13,13,12,8,10,12,9,17,17,17,18,21,15,17,19
10949,LOC101892981,16,28,31,28,12,22,29,18,28,18,19,19,22,14,17,44
10950,LOC101892810,36,34,25,32,30,32,27,33,28,34,27,31,27,24,28,32
10951,LOC101894175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10952,LOC101893160,34,31,34,29,34,32,30,32,21,24,22,20,26,16,20,25
10953,LOC101893321,16,23,26,22,25,19,20,13,16,17,23,18,27,18,18,15
10954,LOC101893823,20,26,28,24,18,23,22,22,50,50,47,54,52,46,56,39
10955,LOC101893660,4,9,14,15,4,10,14,7,11,5,4,5,9,3,4,12
10956,LOC101893493,155,134,113,164,138,164,161,233,25,16,34,14,14,37,17,21
10957,LOC101894344,10,9,10,10,5,6,6,7,10,12,15,14,4,5,8,4
10958,LOC109613483,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
10959,LOC101894668,2,7,11,8,2,5,8,4,6,3,3,3,5,2,4,11
10960,LOC105262108,1,3,6,5,1,3,3,2,3,2,1,1,3,1,1,5
10961,LOC101894826,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
10962,LOC101894992,3,10,15,13,3,9,15,6,17,13,15,18,19,17,16,18
10963,LOC109613485,8,22,20,17,5,11,23,7,29,16,25,22,32,24,21,31
10964,LOC101895617,0,2,2,2,0,2,0,0,0,0,0,0,2,33,0,3
10965,LOC101895792,2,6,7,5,3,3,6,3,7,11,12,8,11,8,8,7
10966,LOC101895438,14,21,27,25,15,21,21,16,33,31,28,31,33,26,31,30
10967,LOC101895965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10968,LOC101896246,0,0,0,0,0,0,0,0,166,415,416,281,257,94,254,167
10969,LOC101896595,8,8,11,10,6,8,10,9,9,7,6,8,9,7,8,8
10970,LOC109613490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10971,LOC101896416,29,74,86,67,26,53,73,47,78,42,39,43,61,32,40,99
10972,LOC101896778,15,17,26,17,15,17,16,16,21,15,13,14,18,12,14,23
10973,LOC101896947,24,27,31,27,21,25,29,29,37,31,26,34,36,33,35,46
10974,LOC101897525,0,6,7,6,0,5,6,2,5,0,0,0,3,0,0,8
10975,LOC101897358,1598,1276,1334,1440,1652,1485,1166,1404,1619,1417,1249,1726,1703,1499,1522,1710
10976,LOC101897699,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1
10977,LOC101897869,4,35,12,17,3,7,14,9,69,75,62,62,66,55,67,67
10978,LOC101898034,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
10979,LOC101898210,4,9,12,10,5,7,11,5,13,12,13,10,13,7,12,13
10980,LOC101898679,7,15,19,17,5,13,19,9,17,8,7,8,14,7,9,17
10981,LOC101901039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10982,LOC101901209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10983,LOC109613499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10984,LOC101901373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10985,LOC101901537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10986,LOC101901708,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0
10987,LOC101887243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10988,LOC101887415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10989,LOC109613496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10990,LOC101887755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10991,LOC109613498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10992,LOC101888090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10993,LOC101898845,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
10994,LOC101899026,15,19,24,22,15,19,21,79,20,21,19,18,25,14,19,76
10995,LOC101899197,12,19,27,23,13,17,22,15,25,18,21,21,28,17,21,24
10996,LOC101899706,44,49,52,48,50,51,47,46,41,46,44,44,46,29,34,43
10997,LOC101888267,4,8,9,9,5,7,9,7,11,8,9,10,12,8,10,11
10998,LOC101899879,5,6,9,7,5,7,6,5,11,11,15,13,12,9,13,8
10999,LOC105262112,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1
11000,LOC101888439,1,1,1,1,0,1,1,1,4,4,6,5,6,3,6,3
11001,LOC101888783,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
11002,LOC109613501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11003,LOC101888960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,LOC105262114,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
11005,LOC101889143,19,21,32,31,18,24,28,22,33,29,26,26,46,23,26,36
11006,LOC101889319,0,16,28,21,0,15,21,8,23,3,3,3,12,2,3,27
11007,LOC101889602,0,14,27,17,0,8,19,4,17,0,0,0,8,0,0,37
11008,LOC101889771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11009,LOC109613503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11010,LOC101889942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11011,LOC101890107,20,7,15,12,16,15,14,15,0,0,0,0,0,0,0,0
11012,LOC101890269,52,44,56,47,54,49,47,47,0,0,0,0,0,1,0,0
11013,LOC101890444,44,26,40,27,32,31,28,34,0,0,1,1,1,1,0,2
11014,LOC101890612,32,20,26,25,37,36,28,37,2,1,1,1,2,2,3,4
11015,LOC101890784,1,8,2,3,1,2,2,1,21,38,34,28,24,27,31,20
11016,LOC105262116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11017,LOC109613506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11018,LOC101890959,24,27,35,31,24,27,37,32,19,10,11,10,22,8,11,25
11019,LOC101891132,12,16,22,21,11,17,22,14,21,16,17,18,23,13,17,19
11020,LOC101891833,0,0,0,1,1,2,1,0,1,0,1,0,1,0,0,0
11021,LOC101891481,455,603,547,389,1031,420,405,573,0,1,14,19,0,42,0,23
11022,LOC101892008,0,1,2,1,0,0,1,1,1,0,1,1,2,1,0,1
11023,LOC101892181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11024,LOC101891663,0,10,10,14,1,7,15,6,14,7,5,5,17,5,5,5
11025,LOC101892349,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11026,LOC101892517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11027,LOC101892691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11028,LOC101893878,4,5,11,11,3,7,7,5,13,9,12,13,16,9,12,11
11029,LOC101892868,0,0,2,1,1,4,0,1,0,0,0,0,0,0,0,0
11030,LOC101893037,5,7,8,7,5,6,7,6,12,9,10,8,11,7,10,11
11031,LOC101893439,6,15,21,19,5,11,18,9,18,9,9,10,16,7,10,19
11032,LOC101893604,1,1,2,2,0,1,1,1,2,2,2,2,2,2,2,2
11033,LOC101894053,73,69,96,63,82,69,78,66,98,89,73,77,105,49,69,60
11034,LOC101894227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11035,LOC101894722,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
11036,LOC101894883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11037,LOC101894398,64,41,50,51,53,59,46,46,25,31,34,29,31,23,35,27
11038,LOC101894564,1,4,3,2,2,1,2,0,97,84,67,93,87,336,117,59
11039,LOC101895217,0,2,2,1,0,1,2,0,1,0,0,0,1,0,0,1
11040,LOC101895046,38,35,56,52,40,47,45,44,54,55,63,59,66,45,61,50
11041,LOC101895390,190,81,105,118,112,186,105,138,11,6,8,4,12,13,5,20
11042,LOC101896654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11043,LOC109613510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11044,LOC101896473,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
11045,LOC101897005,1,4,1,3,2,2,2,1,1,3,4,4,1,1,2,0
11046,LOC101896834,72,13,33,31,51,69,28,61,0,0,1,0,0,2,0,3
11047,LOC101897359,1,2,3,4,1,2,2,2,4,4,3,6,3,3,3,6
11048,LOC109613511,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
11049,LOC101897526,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1
11050,LOC101897700,473,363,555,353,287,449,264,500,2557,2296,2232,2726,2062,4349,3052,2226
11051,LOC101898211,14,19,20,20,11,20,17,14,24,25,26,20,20,17,22,22
11052,LOC101898383,23,44,35,38,20,29,38,24,75,92,100,85,63,76,101,81
11053,LOC101898680,196,114,143,165,195,203,160,164,185,183,206,229,170,235,258,184
11054,LOC101898968,1,3,3,3,2,1,3,2,2,2,3,2,2,1,2,2
11055,LOC109613512,3,1,4,4,1,2,3,2,2,1,3,2,3,1,3,2
11056,LOC101899316,1,1,1,0,1,1,0,2,6,12,8,13,9,9,6,4
11057,LOC101899142,3,1,3,2,1,2,2,11,5,7,8,5,7,4,5,6
11058,LOC101899492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,LOC101899652,11,12,18,17,11,14,13,15,14,13,13,13,14,8,11,16
11060,LOC101899989,3,4,4,5,3,3,4,4,4,5,4,5,6,4,5,5
11061,LOC101899820,1,2,3,1,0,1,2,1,1,1,1,1,1,1,1,3
11062,LOC101900164,1477,1889,2173,1935,1510,1651,2017,1532,1678,1426,1430,1215,1655,953,1092,1887
11063,LOC101900338,5,6,5,6,4,5,7,5,7,6,5,5,8,5,6,6
11064,LOC101900866,11,12,18,16,9,12,15,12,21,17,18,17,20,13,19,20
11065,LOC101901040,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
11066,LOC101900509,11,9,12,11,9,10,10,11,13,14,13,14,19,13,13,13
11067,LOC101901210,4,4,5,3,2,4,4,4,4,5,4,3,4,3,4,7
11068,LOC101900687,6,9,10,10,4,9,9,8,10,9,9,9,10,6,7,10
11069,LOC101901374,0,0,0,0,0,0,0,0,2,4,4,3,4,2,3,2
11070,LOC101888607,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
11071,LOC101901709,176,145,155,140,172,180,140,167,163,200,206,216,204,182,240,140
11072,LOC101887756,17,25,28,19,20,20,24,21,22,16,17,15,20,13,10,31
11073,LOC101887591,5,8,8,5,5,5,6,6,5,7,6,5,8,5,5,11
11074,LOC101887919,6,8,9,7,6,5,8,6,9,9,8,8,10,7,9,14
11075,LOC101888091,27,19,25,20,21,28,20,29,8,6,4,6,9,5,4,8
11076,LOC101888268,187,171,214,207,179,210,203,190,156,154,177,204,165,112,120,165
11077,LOC101888784,5,9,9,8,4,5,8,5,11,13,14,11,10,9,10,10
11078,LOC101888961,17,26,38,28,17,26,29,20,37,31,28,31,38,23,27,31
11079,LOC101889260,7,16,18,18,4,12,20,9,19,7,6,8,14,5,7,24
11080,LOC101889435,62,49,64,57,55,60,58,62,46,49,47,45,49,40,42,57
11081,LOC101889603,31,27,32,32,32,32,31,34,39,36,36,37,40,31,34,37
11082,LOC101890613,0,3,5,4,0,2,4,1,4,0,0,0,1,0,0,4
11083,LOC101890108,15,12,17,13,12,14,12,16,13,10,11,10,11,8,10,12
11084,LOC101890785,12,13,18,17,12,14,16,14,18,14,14,15,18,12,15,18
11085,LOC101890270,2,8,12,9,1,5,12,4,9,4,3,5,7,4,5,8
11086,LOC101891133,5,7,10,6,5,7,7,6,9,7,8,6,11,7,6,11
11087,LOC101891305,1,5,6,6,1,3,6,3,7,2,2,2,4,2,3,6
11088,LOC101890445,48,35,46,46,44,46,44,53,39,31,33,31,41,27,29,34
11089,LOC101891482,0,10,17,13,0,7,13,3,11,0,0,0,4,0,0,18
11090,LOC101891664,10,10,14,16,10,12,12,12,14,14,14,14,14,8,12,12
11091,LOC101891834,22,24,30,26,22,25,22,20,31,36,41,34,32,24,36,29
11092,LOC101892350,6,7,12,9,5,9,9,5,11,10,13,9,13,8,11,9
11093,LOC101892811,1,3,4,4,1,3,4,2,5,2,2,2,4,2,2,4
11094,LOC101892518,29,32,34,33,29,32,30,34,42,56,62,53,48,37,49,47
11095,LOC101892982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11096,LOC101893161,6,3,3,3,3,4,4,5,1,1,1,2,1,1,1,1
11097,LOC101893322,0,0,0,0,0,0,0,0,1,0,2,2,0,1,2,1
11098,LOC101893494,6,6,7,9,5,5,6,5,45,56,46,78,40,33,46,35
11099,LOC101893661,8,9,13,12,7,6,8,8,6,6,7,6,8,3,7,11
11100,LOC101893941,0,1,0,1,0,0,0,0,2,2,1,3,3,4,4,3
